business_id,stars,review_count,review_frequency,avg_sentiment,checkin_count,price_range,takeout,delivery,reservations,outdoor_seating,good_for_kids,postal_code,competition_density
micimc15zJloGJaktAHBsQ,2.5,14,0.19543973941368079,0.0,17.0,2.0,1,0,0,0,1,70122.0,49.0
Y2NFeGtConx1qciSPKcRlA,3.5,171,0.1131648434552999,0.0,417.0,2.0,1,1,0,1,1,70115.0,267.0
5wgoIQXyP3BEPZLiVi1W8A,3.5,213,0.2140221402214022,0.0,969.0,2.0,1,1,0,1,0,70130.0,602.0
G9JqaURDTC_pSzji0bytwA,3.5,83,0.3092783505154639,0.0,86.0,2.0,1,0,0,0,0,70116.0,227.0
KeigREOxJtmzmYRg__6FPg,2.5,8,0.1465798045602606,0.0,6.0,2.0,1,0,0,1,0,70118.0,165.0
aYJjJMN8heS2PmkvsQzaZg,4.5,137,0.2015810276679842,0.0,356.0,1.0,1,0,0,1,1,70116.0,227.0
5l67axuAa5EmEV3lLuSa1Q,3.0,167,0.14785608674223755,0.0,497.0,1.0,1,0,0,1,1,70115.0,267.0
ifofBiQeb6DI0-u0KEQybg,4.0,24,0.15789473684210525,0.0,12.0,2.0,0,0,0,0,0,70130.0,602.0
WaRZsQEcEHwRk0T2dJ-cuA,4.0,202,0.42886317222600406,0.0,492.0,2.0,1,1,1,1,0,70130.0,602.0
8uF-bhJFgT4Tn6DTb27viA,4.5,2062,2.2409152086137283,0.0,5090.0,1.0,1,1,0,1,1,70130.0,602.0
Tt4byMYA7FvAkQ3MigcJWQ,3.5,74,0.29079159935379645,0.0,291.0,2.0,1,0,1,1,1,70116.0,227.0
Yh4OgbXQSpQ_ycK_FmNiGw,4.0,100,0.11164867882396726,0.0,177.0,2.0,1,1,0,1,0,70117.0,144.0
zSqTndm5Alq9dW1PyzbdTA,4.0,588,0.6523089666597639,0.0,1015.0,2.0,1,1,1,1,1,70130.0,602.0
qejPFPUKiIXvHJ4BirgLUw,1.5,13,0.0,0.0,34.0,1.0,1,1,0,1,1,70125.0,57.0
4ZVApGFcZ-mPVGKqZWRqvg,2.5,12,0.0,0.0,6.0,1.0,1,1,0,0,1,70127.0,29.0
mjfCi5RzOab2i3oIS7MqnA,3.0,16,0.0,0.0,26.0,2.0,1,0,1,0,1,70127.0,29.0
98mYebjHN_VXZapVm8Nmqg,4.0,67,1.0,0.0,226.0,1.0,1,1,0,0,1,70119.0,214.0
OUuUc_qERdvTrnpj1vSLaw,3.5,16,0.0,0.0,34.0,1.0,1,0,0,0,1,70119.0,214.0
mO64LdUgN5DiXst7Wagq3w,4.5,21,0.0,0.0,3.0,1.0,1,1,0,1,0,70125.0,57.0
hkh5iyDeGLNhu-JUQFRE1Q,3.5,492,0.6118067978533095,0.0,1222.0,3.0,0,0,1,1,0,70130.0,602.0
pym7c6ZFEtmoH16xN2ApBg,4.5,1289,1.2659910284100349,0.0,2856.0,2.0,1,1,1,1,1,70119.0,214.0
5AOkxsg6UJQ_CoJTMBDUmQ,4.0,299,0.3469879518072289,0.0,530.0,3.0,1,0,1,1,1,70119.0,214.0
nGYXglmKHgUcovuTHIg6_A,4.0,29,0.08695652173913043,0.0,85.0,2.0,1,0,0,0,0,70118.0,165.0
Bt7NBqA31uOI4H_hvasLLg,4.0,597,0.8961748633879781,0.0,1251.0,2.0,1,0,0,1,1,70116.0,227.0
pTpZS84EQhvZaxhq6SSWNw,4.5,18,1.0,0.0,19.0,2.0,1,0,0,1,0,70117.0,144.0
jlgi2sLx5i6_t4mcODJW7A,3.0,63,0.2671232876712329,0.0,56.0,3.0,0,0,1,1,0,70119.0,214.0
2wwhMKlfpOd0dpk_AQdt8w,2.5,29,0.4587155963302752,0.0,49.0,3.0,1,0,1,1,0,70130.0,602.0
X-BZp1KMgGzKkf_92Y3fWw,4.0,214,0.5101617586063875,0.0,666.0,2.0,0,0,1,0,0,70130.0,602.0
aI2w94F3TvIuPTcflKVCJQ,3.5,88,0.16656384947563233,0.0,482.0,1.0,1,0,0,1,1,70130.0,602.0
0e7U3DahOeJsT0brY4n_uQ,4.0,22,0.14263074484944532,0.0,17.0,2.0,0,0,0,0,0,70122.0,49.0
i-tDq8zC7ZmSqSbg_7oddA,4.0,79,0.39045553145336226,0.0,214.0,2.0,1,1,0,1,1,70118.0,165.0
HKLFG2qKkd5X1IyfwYlYqQ,4.0,70,0.10252029047415634,0.0,79.0,1.0,1,0,0,0,1,70131.0,17.0
Qkiz7nFYML7sJBFPO7pNaw,4.5,21,0.10344827586206898,0.0,18.0,2.0,1,0,0,1,0,70126.0,35.0
4u4njx79dMrXNhbRFHjG8A,3.5,22,0.0,0.0,103.0,2.0,1,1,0,1,1,70118.0,165.0
gLaxSkjWzt25hybkaKwQcA,3.5,520,0.4583333333333333,0.0,1098.0,2.0,1,1,1,1,1,70115.0,267.0
IZmCSGeXLCB-Y2UvJrvr-A,4.0,130,0.33898305084745767,0.0,454.0,2.0,1,0,1,0,1,70130.0,602.0
D7Os2-9ApTGmNyzidqfwGA,4.0,66,0.10076335877862595,0.0,128.0,4.0,0,0,1,0,0,70112.0,173.0
FtkYGVPVCRuuhQhYJBSVQw,4.0,81,0.10160880609652836,0.0,173.0,2.0,1,0,0,0,1,70122.0,49.0
YvfeLey2Bnge5Mj9RY7ofA,3.5,10,0.7692307692307693,0.0,170.0,1.0,1,0,0,1,0,70130.0,602.0
3SBlKwlmBiYVjW2SKz0gwg,3.5,7,5.0,0.0,19.0,2.0,0,0,0,1,1,70130.0,602.0
4NidY2tw42l6iobbtai_kA,4.0,136,0.12883435582822086,0.0,200.0,2.0,0,0,0,0,0,70130.0,602.0
ZoRlLcEsxrzfumd6wHa5Jg,5.0,9,3.3333333333333335,0.0,2.0,2.0,0,0,0,0,0,70130.0,602.0
wzIN0IqcNOnUjwuzRoG9AA,4.5,385,1.4201183431952662,0.0,227.0,2.0,1,1,0,0,1,70119.0,214.0
KZe5kpIHWVuJl6WgNYzceg,4.0,274,0.31464041095890416,0.0,500.0,1.0,1,1,1,0,1,70130.0,602.0
bMpKXcKFetJQsa42UR25cQ,4.0,109,0.25110782865583453,0.0,331.0,2.0,0,0,0,1,0,70116.0,227.0
ZapDvyE7lJxVxlmeeKyjkg,4.0,267,1.057609630266552,0.0,197.0,2.0,1,1,0,0,1,70112.0,173.0
SJIQFKTW6uUsOo29w9IHxw,4.0,1223,8.271474019088016,0.0,1979.0,2.0,1,1,1,1,1,70130.0,602.0
Ckn7S0CRWfC8w6gR7QJcRw,4.0,17,0.19823788546255508,0.0,18.0,2.0,0,0,0,0,0,70117.0,144.0
JvawJ9bSr22xn4R9oLvl_w,4.0,1084,1.0146888287591804,0.0,2518.0,2.0,1,0,1,0,1,70130.0,602.0
ABp0BSeiYty6EpVW2ScO-w,4.5,5,0.0,0.0,7.0,2.0,1,0,0,0,0,70124.0,69.0
fw9YFfQnoOKlVnUdUCT0OA,3.0,14,0.0,0.0,18.0,1.0,1,1,0,1,0,70119.0,214.0
iVegX9epKU8R0eRAEwQ6Yg,4.5,75,0.2164009111617312,0.0,101.0,2.0,1,0,0,0,1,70127.0,29.0
PzhPMkaNYiKDTHoTG0r8rw,4.5,178,0.22497187851518557,0.0,523.0,1.0,1,1,0,1,1,70115.0,267.0
ZNXNmJV8fXu7dv1hqXeq1Q,2.5,21,0.07575757575757576,0.0,99.0,1.0,1,0,0,0,1,70126.0,35.0
JE4gQjflWbg9eg3CSZvAVg,4.5,7,1.0,0.0,11.0,2.0,0,0,0,0,0,70116.0,227.0
#NAME?,3.5,171,0.0,0.0,0.0,2.0,0,0,0,0,0,70118.0,165.0
ZFcE6HItnUzgGPM0Uxm-DQ,4.5,7,0.7563025210084033,0.0,4.0,1.0,1,0,0,0,1,70125.0,57.0
jMZ56S8Y1t7cA1Ob-d-qeA,4.0,1165,1.6670819835534512,0.0,2515.0,2.0,1,0,1,0,1,70116.0,227.0
yAEKaEvsCNxOYv1M1kiQhg,5.0,76,0.7216494845360826,0.0,26.0,2.0,1,1,1,1,0,70112.0,173.0
_SjdrpSZdiXVSwaJR5T9jw,3.5,244,0.3719538264215477,0.0,370.0,2.0,1,0,0,1,1,70118.0,165.0
kYFJQDMHsubrwDfRpEfDTA,3.5,81,0.13286584240634805,0.0,79.0,1.0,1,0,0,1,1,70130.0,602.0
K4TlU26IH19tM_VvTMnpyg,4.0,41,0.17191977077363899,0.0,191.0,1.0,1,0,0,0,1,70115.0,267.0
QLUUaTj034zYVWiVl9tNvA,4.0,293,0.3107960741548528,0.0,655.0,2.0,1,1,1,0,1,70130.0,602.0
GBTPC53ZrG1ZBY3DT8Mbcw,4.0,4554,5.35397357523171,0.0,9390.0,2.0,1,1,1,0,0,70130.0,602.0
Vnob_w_Aohf7ZDqxcJ9z2A,4.0,403,0.4045189504373178,0.0,965.0,2.0,0,1,0,0,1,70115.0,267.0
kvE2BJp9Rc8irEnbjnlNHA,1.5,11,0.0,0.0,12.0,1.0,1,1,0,0,1,70122.0,49.0
G1fQJ8k5U1gdX0vWODCZYA,4.0,63,0.14473684210526316,0.0,167.0,1.0,1,0,0,1,1,70118.0,165.0
gUyfJlJRxu1fHuZ4dpBheQ,3.5,252,0.16181229773462785,0.0,567.0,2.0,1,0,1,1,1,70119.0,214.0
g04aAvgol7IW8buqSbT4xA,4.0,1865,1.6069271043093032,0.0,2764.0,2.0,1,0,0,0,1,70116.0,227.0
Ln5j6LRuXur3E5U86WjOJg,3.5,72,0.11775362318840579,0.0,176.0,1.0,1,0,0,1,1,70130.0,602.0
3wogQmKw729tKKWaVbZvbg,2.5,295,0.48287671232876717,0.0,460.0,2.0,1,0,0,1,1,70116.0,227.0
HSb0mHv23zY42j2vcPtSyA,4.0,6,0.0,0.0,5.0,2.0,1,0,0,0,0,70118.0,165.0
C-anTsItNvJHHR__DiGEqQ,4.0,54,0.10152284263959391,0.0,117.0,2.0,1,0,0,0,1,70116.0,227.0
eJYvM2Zy5BloOYGldWmAVw,3.0,66,0.046189376443418015,0.0,224.0,1.0,1,0,0,1,1,70124.0,69.0
1PMAO9O8iQ3gIZlPEaJN3g,4.0,30,0.2571428571428572,0.0,58.0,1.0,1,0,0,1,1,70114.0,40.0
GGR4s8VPvTND6mGUfiGQSg,3.5,7,1.0,0.0,7.0,2.0,1,0,1,0,1,70123.0,27.0
oCtDz1M-m-iYH1cG2o4mtA,4.0,23,0.10600706713780919,0.0,69.0,1.0,1,0,0,0,0,70124.0,69.0
KSTWGtRlYowMIuFspfvAFg,2.0,17,0.10075566750629722,0.0,12.0,1.0,1,1,0,0,0,70122.0,49.0
HZOh_ZsZ3eODD_yi4kJAMA,4.0,9,1.0,0.0,6.0,2.0,1,1,0,0,0,70114.0,40.0
I6L0Zxi5Ww0zEWSAVgngeQ,3.5,1066,0.947246823257605,0.0,2495.0,2.0,1,0,0,1,1,70130.0,602.0
pEkkIn1bhyACFb8vwvMxwg,4.5,53,1.477832512315271,0.0,60.0,2.0,1,0,1,1,1,70118.0,165.0
8rD0vJdlnkQWhBadYNfsVA,4.5,9,0.0,0.0,6.0,2.0,0,0,0,0,0,70114.0,40.0
a2MBcILvTHHd2PBYm912sA,2.5,11,1.0,0.0,14.0,2.0,0,0,1,0,0,70112.0,173.0
R6YhZypd362pEJvl1jN0EA,4.0,165,0.7307439104674128,0.0,208.0,2.0,1,0,1,1,1,70130.0,602.0
oCbJpGl8IkH1WdYa25TDBA,4.0,831,3.522975929978118,0.0,572.0,2.0,1,1,0,0,1,70117.0,144.0
neWdmzHgbpqSx62jynDd7A,3.5,63,0.24193548387096775,0.0,97.0,3.0,0,0,1,1,0,70112.0,173.0
vN6v8m4DO45Z4pp8yxxF_w,4.5,2084,2.2304398598676527,0.0,4185.0,2.0,1,0,0,0,1,70130.0,602.0
UmjITdXHhEF46ho6IhaGQg,2.0,351,0.5281690140845071,0.0,444.0,2.0,1,1,0,0,1,70113.0,58.0
-9yzQQ0d_rcOD2CzdTNO_Q,2.0,20,0.07032348804500704,0.0,54.0,1.0,1,1,0,0,1,70126.0,35.0
Kx8rdHWeYNQa7z_Ague-DQ,3.0,73,2.8767123287671237,0.0,30.0,2.0,1,0,0,1,1,70118.0,165.0
hZ7Jo92R_3omlqK_80PaEw,3.5,15,1.0,0.0,10.0,2.0,0,0,0,0,0,70124.0,69.0
VBWUdluhRQf5kqawykM6Nw,3.0,191,0.7888249794576827,0.0,91.0,2.0,1,1,1,1,1,70119.0,214.0
r-776l-hZC4Vngbgn8KLQA,4.0,13,0.058479532163742694,0.0,2.0,2.0,0,0,0,0,0,70115.0,267.0
e4Vwtrqf-wpJfwesgvdgxQ,4.0,32,1.0,0.0,55.0,2.0,1,0,0,1,1,70119.0,214.0
S2Ho8yLxhKAa26pBAm6rxA,4.0,1594,4.136528028933093,0.0,3266.0,2.0,1,1,0,1,1,70130.0,602.0
XEuryfYZwcivUtijaZ5laQ,3.0,205,0.2853881278538813,0.0,314.0,2.0,1,0,0,0,0,70130.0,602.0
g10CUV0LY50kLHMn5wgS_g,3.5,214,0.5029940119760479,0.0,410.0,2.0,1,1,0,0,1,70130.0,602.0
196CWwMAtAcA21jYiMyRzg,3.0,560,0.5894941634241245,0.0,1098.0,2.0,1,0,0,1,1,70116.0,227.0
g5ogvPhw3PSobtaZFkdEXg,4.5,351,0.39028620988725066,0.0,594.0,2.0,1,1,0,0,1,70130.0,602.0
7GmQ9LYOoHuvsiaIJuLykQ,4.5,205,1.4471968709256846,0.0,285.0,2.0,1,0,1,1,1,70116.0,227.0
edO1Rej_-_I4vPSVYIZ5NQ,3.0,39,0.21126760563380284,0.0,51.0,2.0,1,1,0,0,1,70119.0,214.0
YUDcLokFMZOtyWAmVY3jwA,3.5,279,0.8689355539464156,0.0,268.0,2.0,1,1,1,1,1,70130.0,602.0
vfmHUg7jWnfzLb90vcuLSg,4.0,217,0.33946251768033947,0.0,306.0,3.0,1,0,1,0,0,70112.0,173.0
6NS4uSnoSpasv0INZ33Lcg,4.0,17,1.0,0.0,4.0,2.0,1,1,0,0,0,70125.0,57.0
oyrz4wG_0cI2xStw8Ct22Q,4.5,40,0.11549566891241579,0.0,77.0,1.0,1,0,0,1,0,70125.0,57.0
GZDkhotwnmGlpYUKxAwobw,3.5,41,0.08915304606240713,0.0,50.0,1.0,1,1,0,0,1,70128.0,24.0
q4aAaxdN4wmUZoC6sKEwsw,4.5,192,0.5509641873278237,0.0,236.0,3.0,0,0,1,0,0,70118.0,165.0
gC8i-lxwvGhVpOXM5eYdtA,4.0,245,0.37464655984919887,0.0,461.0,2.0,1,0,0,0,1,70119.0,214.0
V1n-wIrt5xtI0VIAxIP5dA,4.0,650,3.076363636363636,0.0,560.0,2.0,1,1,1,1,1,70115.0,267.0
WJcPpXwJC-iYThi2zpdvSw,1.5,6,0.0,0.0,10.0,1.0,1,1,0,0,1,70130.0,602.0
Crwv3yAmCFweHFKQJJez5w,3.5,90,0.26841018582243636,0.0,145.0,2.0,1,1,0,0,0,70116.0,227.0
bWiOMj0g9ub53j1l8TJqSg,4.0,67,1.2857142857142858,0.0,24.0,2.0,1,1,1,1,0,70119.0,214.0
_JNRKX9qdBTHLKtAl7dbWg,5.0,25,0.3921568627450981,0.0,19.0,2.0,1,0,0,1,0,70117.0,144.0
oLc7k78_YcDMnMCdbC-h1A,3.5,514,0.40848214285714285,0.0,2084.0,2.0,1,1,1,1,1,70130.0,602.0
LAUvZGqjB6edmeD1RTX6fQ,3.5,9,0.0,0.0,11.0,2.0,1,0,0,0,1,70127.0,29.0
5uTEok3Z0YICni8NxeDZXw,4.0,36,0.0663716814159292,0.0,88.0,1.0,1,0,0,1,1,70130.0,602.0
Rx5lfHMWkezmQjCfr2ziAw,4.5,126,0.09554140127388536,0.0,258.0,1.0,1,1,0,0,1,70119.0,214.0
WaP_umj3dFLzYicrOanRBA,2.5,5,1.0,0.0,17.0,1.0,1,0,0,0,0,70112.0,173.0
oo88TE2jCxYfIen_oWFjdA,4.5,44,0.08219178082191782,0.0,29.0,2.0,1,0,0,1,1,70117.0,144.0
wohNm4WmjcUIvTT3J2R58A,3.0,7,0.0,0.0,14.0,1.0,0,0,0,0,0,70130.0,602.0
UYhbbpuD199E7BabX93vAg,5.0,5,1.0,0.0,0.0,2.0,0,0,0,0,0,70117.0,144.0
4WdDY97x4GdMYtyk1KQMnw,4.5,777,0.8970380818053596,0.0,1863.0,2.0,0,0,0,0,1,70130.0,602.0
rmPlBsLaXv9mMPltIZO5hw,3.0,24,0.06128702757916241,0.0,19.0,2.0,1,0,1,0,1,70130.0,602.0
wq_NK_p2C_5tKdGdz2YOrA,1.5,8,0.0,0.0,3.0,2.0,1,1,0,0,0,70116.0,227.0
Q_Wo3rX84Dy-YdQsiDmrWw,4.0,126,0.2841077241787511,0.0,338.0,2.0,1,0,0,1,0,70119.0,214.0
NxJk32DFY06EbFAvcQJumw,3.5,30,0.26706231454005935,0.0,61.0,2.0,1,0,1,1,1,70118.0,165.0
b6tcKm-auC0T0CK39ikNZg,3.0,19,0.09787928221859707,0.0,14.0,1.0,1,1,0,0,1,70119.0,214.0
sGbjViru0iJfxH5cBpMeHQ,3.0,83,0.043227665706051875,0.0,214.0,2.0,1,1,0,0,1,70115.0,267.0
a1u9Bxrq_fZxl2pgqQUcJA,4.5,330,1.5961800818553888,0.0,594.0,2.0,0,0,1,0,1,70130.0,602.0
ompDR5sUDpoI6gnTldmneQ,3.5,770,1.010317305820518,0.0,1202.0,2.0,1,0,0,0,1,70116.0,227.0
eoI-rJfnSV_rLjqRXXSWSw,4.5,6,0.36585365853658536,0.0,12.0,2.0,0,0,0,0,1,70130.0,602.0
DfkO7MHuy2wxgeUZ2-o3BA,3.0,8,0.0,0.0,32.0,1.0,1,0,0,0,1,70130.0,602.0
ndRRvkUHQ1ruKBjdgP7kcQ,4.0,33,0.10984540276647681,0.0,88.0,1.0,1,1,0,0,1,70113.0,58.0
xJ3NSwE0xhdtA-tB_y_rNQ,4.0,168,0.20280547574784522,0.0,308.0,2.0,1,0,0,0,1,70117.0,144.0
6F8BtCbhjXjvXTcdDQ968Q,4.5,8,3.0,0.0,87.0,1.0,1,0,0,1,1,70125.0,57.0
3ld-M9oahBBBBaSPm-zXnw,3.5,21,0.032240730789897906,0.0,88.0,2.0,0,0,0,0,0,70130.0,602.0
KUYGwEEEM8yFkCf-CxpRPQ,3.5,49,0.0785928143712575,0.0,189.0,2.0,1,0,0,0,1,70130.0,602.0
sJz2WhvVGW8jsdQhZ_BlUQ,4.5,60,0.1200800533689126,0.0,321.0,2.0,0,0,1,0,0,70130.0,602.0
txj3fsAeIvW7m6RtnzxMzQ,4.0,9,0.0,0.0,30.0,1.0,1,1,0,1,0,70016.0,1.0
dNhuI4zka3WDhbfksalj5w,3.5,83,0.11597938144329897,0.0,229.0,2.0,1,0,0,0,1,70130.0,602.0
yIy70vHKF_L3Gy1cu2Wqwg,5.0,57,0.33519553072625696,0.0,14.0,2.0,0,0,1,0,0,70130.0,602.0
6MBVjXPYjlNkIcNzlChEsA,4.0,10,0.0,0.0,150.0,1.0,1,0,0,0,1,70112.0,173.0
4DTGsmjExLNCOZlXuqXL2g,4.0,22,1.0,0.0,12.0,2.0,1,0,0,0,1,70122.0,49.0
eqBiSzVMyUoMtUfts4hrdA,3.5,19,1.0,0.0,14.0,2.0,1,1,0,1,1,70126.0,35.0
qFfxWon_Rx99KF4rHViMkQ,4.0,29,0.3673469387755102,0.0,46.0,1.0,1,1,0,0,1,70128.0,24.0
ZY2feSm2sc5nTXYHnKpMGQ,3.5,146,0.1716124419020379,0.0,594.0,2.0,1,0,0,0,0,70113.0,58.0
bn4N0bxa-u-kBaKLwU893w,2.5,38,0.10256410256410256,0.0,80.0,1.0,1,0,0,0,1,70130.0,602.0
PHHd-Df4WieYCpfWrZsoNA,3.0,7,0.0,0.0,30.0,1.0,0,0,0,0,1,70115.0,267.0
F_24wAKBIVdXEZY5ilNH9w,2.5,24,0.03330557868442964,0.0,68.0,1.0,1,1,0,0,1,70127.0,29.0
fsFZQ2ZbTutgUlnWPhTU6A,4.0,333,0.4774972557628979,0.0,633.0,2.0,1,0,0,1,1,70116.0,227.0
ahc6Wx3A9tmoHCtad_z3wg,3.5,42,0.06583760058522312,0.0,333.0,1.0,0,0,0,1,0,70119.0,214.0
I0I2mkCOPTYVSLpc8A8VVw,4.5,804,2.009987515605493,0.0,1178.0,3.0,1,0,1,0,0,70130.0,602.0
8eDkw7CE0NKqMknPIu26fw,4.5,888,1.3744493392070485,0.0,1054.0,2.0,0,0,0,0,1,70130.0,602.0
VCjvaX_78oEKG3I9oTJEag,4.0,161,0.16281264747522414,0.0,1119.0,1.0,1,0,0,1,0,70119.0,214.0
d8-6CFDv66xJ7bBjyZJUDQ,4.5,10,0.06198347107438017,0.0,33.0,1.0,0,0,0,0,0,70116.0,227.0
1tBYTxO3ayR_19_zCN1vyA,4.5,12,1.0,0.0,0.0,2.0,1,1,0,0,0,70126.0,35.0
skJ1w8B5YusIibyxH4ohxQ,3.5,182,0.15063731170336037,0.0,1171.0,2.0,1,0,1,1,1,70130.0,602.0
vng5PxNaiq3aoNn4HNNxEw,2.0,26,0.7228915662650602,0.0,83.0,2.0,1,0,0,1,1,70119.0,214.0
AWnzFqIrlkLAKTc46_zmEg,4.0,337,0.36704119850187267,0.0,697.0,2.0,1,1,0,0,1,70130.0,602.0
s688oKDwUayG5rjHbPwK7w,4.0,110,0.06056157093044596,0.0,156.0,2.0,1,0,1,1,1,70124.0,69.0
q39t6-a47CLf1RTyqu9CYg,3.0,110,0.03963011889035667,0.0,548.0,2.0,1,0,0,1,1,70123.0,27.0
JcP1z6eZBgTIcxWlyxSw0g,4.0,67,0.23148148148148148,0.0,89.0,3.0,1,0,1,1,0,70130.0,602.0
MG_wIwRBwyNnCAEMXe9Jqw,4.5,562,1.4074717636837533,0.0,508.0,2.0,1,1,0,1,1,70116.0,227.0
Bf1cdbdHXi8Omlkc7KShkg,4.0,9,0.12345679012345678,0.0,0.0,1.0,0,0,0,1,0,70116.0,227.0
OINbC0rpDVJ5bfxt3LO9fw,4.5,651,1.0796324655436447,0.0,949.0,2.0,1,0,0,1,1,70116.0,227.0
ew5TyXOlyCpCRptye1LdxA,1.5,39,0.056004978220286245,0.0,45.0,1.0,1,1,0,0,1,70119.0,214.0
ADgeB1sfOGbzCR3LIi-4lg,4.5,152,0.17159199237368922,0.0,259.0,2.0,1,1,0,1,1,70113.0,58.0
s7qstxT0rfacx6m1S4JsRQ,2.0,12,0.0,0.0,4.0,2.0,0,0,0,0,0,70130.0,602.0
voAosWO5yGhvppHRKm-7mQ,3.5,117,0.271356783919598,0.0,240.0,2.0,1,0,0,1,1,70130.0,602.0
IZ6vx85mSdC2zp0STFzTIw,4.5,161,0.6751687921980496,0.0,97.0,2.0,1,1,1,1,1,70115.0,267.0
1ys1jf1-4EuiHONfpHWdwg,3.0,6,1.0,0.0,0.0,1.0,1,0,0,0,0,70116.0,227.0
x7q5vh2a9WAp2AGoD_YUmg,4.0,5,0.0,0.0,9.0,2.0,0,0,0,0,0,70124.0,69.0
uvQQlr5ye4ReQTxuyB7kCA,4.0,198,0.13179571663920922,0.0,320.0,2.0,1,1,1,1,1,70130.0,602.0
Y0JF1UN7pfWJ-GuzuVXM0g,3.0,178,0.1190198366394399,0.0,336.0,2.0,1,1,0,1,1,70115.0,267.0
tf-r6n9Ap1egVzMAQrksQg,5.0,6,0.0,0.0,2.0,1.0,1,1,1,0,1,70119.0,214.0
hS6KNGCQVTYUdLb2edt58g,3.5,780,1.2621761658031088,0.0,1318.0,2.0,0,0,0,0,1,70130.0,602.0
O6kMCxp8r9mKyFZy7sTxlg,4.0,38,0.5136986301369864,0.0,59.0,3.0,0,0,1,0,0,70116.0,227.0
JdqD2J4VJsYrMirDUR7fCw,3.0,9,1.0,0.0,32.0,1.0,1,1,0,1,1,70170.0,9.0
OcatdPIYh9X2Du3Lo5YKOQ,3.5,204,0.2559055118110236,0.0,267.0,2.0,1,1,1,1,1,70122.0,49.0
VfgEzpaIHpq4sR2s2P6o5w,3.0,60,0.15446224256292906,0.0,147.0,2.0,1,0,0,1,1,70118.0,165.0
t1qF12NdW8KvCqxqbvy-Hg,4.0,447,0.43728423475258915,0.0,2710.0,1.0,1,1,0,1,1,70116.0,227.0
BJBSwMKADtYjqFDCL3-zkw,2.0,248,0.19706590759798556,0.0,451.0,2.0,1,1,0,0,1,70112.0,173.0
UTkd3bWcTn0eREADTWKyog,4.5,18,0.0,0.0,18.0,2.0,0,0,0,1,0,70130.0,602.0
f43AIP_4AV2XSng0_LXI_A,3.0,31,0.28125,0.0,77.0,1.0,1,0,0,0,1,70114.0,40.0
Et2yOijYQbWyR-mE0-z40w,4.0,340,0.9199318568994889,0.0,501.0,2.0,1,1,1,1,1,70130.0,602.0
9dW3CVyvnTXdkXg2AOyBfw,4.5,20,1.0,0.0,25.0,1.0,1,1,0,1,1,70124.0,69.0
x5-7JNoYyh8VgCp5pCsiUw,2.5,5,0.0,0.0,6.0,2.0,1,0,0,0,1,70113.0,58.0
Iso6F11o-W4g6d7OUEaMng,4.5,34,1.2162162162162162,0.0,28.0,2.0,1,0,1,1,1,70118.0,165.0
