business_id,stars,review_count,price_range,takeout,delivery,reservations,outdoor_seating,good_for_kids,postal_code,competition_density
4ZVApGFcZ-mPVGKqZWRqvg,2.5,12,1.0,1.0,1.0,0.0,0.0,1.0,70127.0,29.0
mjfCi5RzOab2i3oIS7MqnA,3.0,16,2.0,1.0,0.0,1.0,0.0,1.0,70127.0,29.0
98mYebjHN_VXZapVm8Nmqg,4.0,67,1.0,1.0,1.0,0.0,0.0,1.0,70119.0,214.0
OUuUc_qERdvTrnpj1vSLaw,3.5,16,1.0,1.0,0.0,0.0,0.0,1.0,70119.0,214.0
mO64LdUgN5DiXst7Wagq3w,4.5,21,1.0,1.0,1.0,0.0,1.0,0.0,70125.0,57.0
hkh5iyDeGLNhu-JUQFRE1Q,3.5,492,3.0,0.0,0.0,1.0,1.0,0.0,70130.0,602.0
pym7c6ZFEtmoH16xN2ApBg,4.5,1289,2.0,1.0,1.0,1.0,1.0,1.0,70119.0,214.0
5AOkxsg6UJQ_CoJTMBDUmQ,4.0,299,3.0,1.0,0.0,1.0,1.0,1.0,70119.0,214.0
nGYXglmKHgUcovuTHIg6_A,4.0,29,2.0,1.0,0.0,0.0,0.0,0.0,70118.0,165.0
Bt7NBqA31uOI4H_hvasLLg,4.0,597,2.0,1.0,0.0,0.0,1.0,1.0,70116.0,227.0
pTpZS84EQhvZaxhq6SSWNw,4.5,18,2.0,1.0,0.0,0.0,1.0,0.0,70117.0,144.0
jlgi2sLx5i6_t4mcODJW7A,3.0,63,3.0,0.0,0.0,1.0,1.0,0.0,70119.0,214.0
2wwhMKlfpOd0dpk_AQdt8w,2.5,29,3.0,1.0,0.0,1.0,1.0,0.0,70130.0,602.0
X-BZp1KMgGzKkf_92Y3fWw,4.0,214,2.0,0.0,0.0,1.0,0.0,0.0,70130.0,602.0
aI2w94F3TvIuPTcflKVCJQ,3.5,88,1.0,1.0,0.0,0.0,1.0,1.0,70130.0,602.0
0e7U3DahOeJsT0brY4n_uQ,4.0,22,2.0,0.0,0.0,0.0,0.0,0.0,70122.0,49.0
i-tDq8zC7ZmSqSbg_7oddA,4.0,79,2.0,1.0,1.0,0.0,1.0,1.0,70118.0,165.0
HKLFG2qKkd5X1IyfwYlYqQ,4.0,70,1.0,1.0,0.0,0.0,0.0,1.0,70131.0,17.0
Qkiz7nFYML7sJBFPO7pNaw,4.5,21,2.0,1.0,0.0,0.0,1.0,0.0,70126.0,35.0
4u4njx79dMrXNhbRFHjG8A,3.5,22,2.0,1.0,1.0,0.0,1.0,1.0,70118.0,165.0
gLaxSkjWzt25hybkaKwQcA,3.5,520,2.0,1.0,1.0,1.0,1.0,1.0,70115.0,267.0
IZmCSGeXLCB-Y2UvJrvr-A,4.0,130,2.0,1.0,0.0,1.0,0.0,1.0,70130.0,602.0
D7Os2-9ApTGmNyzidqfwGA,4.0,66,4.0,0.0,0.0,1.0,0.0,0.0,70112.0,173.0
FtkYGVPVCRuuhQhYJBSVQw,4.0,81,2.0,1.0,0.0,0.0,0.0,1.0,70122.0,49.0
YvfeLey2Bnge5Mj9RY7ofA,3.5,10,1.0,1.0,0.0,0.0,1.0,0.0,70130.0,602.0
3SBlKwlmBiYVjW2SKz0gwg,3.5,7,2.0,0.0,0.0,0.0,1.0,1.0,70130.0,602.0
4NidY2tw42l6iobbtai_kA,4.0,136,2.0,0.0,0.0,0.0,0.0,0.0,70130.0,602.0
ZoRlLcEsxrzfumd6wHa5Jg,5.0,9,2.0,0.0,0.0,0.0,0.0,0.0,70130.0,602.0
wzIN0IqcNOnUjwuzRoG9AA,4.5,385,2.0,1.0,1.0,0.0,0.0,1.0,70119.0,214.0
KZe5kpIHWVuJl6WgNYzceg,4.0,274,1.0,1.0,1.0,1.0,0.0,1.0,70130.0,602.0
bMpKXcKFetJQsa42UR25cQ,4.0,109,2.0,0.0,0.0,0.0,1.0,0.0,70116.0,227.0
ZapDvyE7lJxVxlmeeKyjkg,4.0,267,2.0,1.0,1.0,0.0,0.0,1.0,70112.0,173.0
SJIQFKTW6uUsOo29w9IHxw,4.0,1223,2.0,1.0,1.0,1.0,1.0,1.0,70130.0,602.0
Ckn7S0CRWfC8w6gR7QJcRw,4.0,17,2.0,0.0,0.0,0.0,0.0,0.0,70117.0,144.0
JvawJ9bSr22xn4R9oLvl_w,4.0,1084,2.0,1.0,0.0,1.0,0.0,1.0,70130.0,602.0
ABp0BSeiYty6EpVW2ScO-w,4.5,5,2.0,1.0,0.0,0.0,0.0,0.0,70124.0,69.0
fw9YFfQnoOKlVnUdUCT0OA,3.0,14,1.0,1.0,1.0,0.0,1.0,0.0,70119.0,214.0
iVegX9epKU8R0eRAEwQ6Yg,4.5,75,2.0,1.0,0.0,0.0,0.0,1.0,70127.0,29.0
PzhPMkaNYiKDTHoTG0r8rw,4.5,178,1.0,1.0,1.0,0.0,1.0,1.0,70115.0,267.0
ZNXNmJV8fXu7dv1hqXeq1Q,2.5,21,1.0,1.0,0.0,0.0,0.0,1.0,70126.0,35.0
JE4gQjflWbg9eg3CSZvAVg,4.5,7,2.0,0.0,0.0,0.0,0.0,0.0,70116.0,227.0
#NAME?,3.5,171,2.0,0.0,0.0,0.0,0.0,0.0,70118.0,165.0
ZFcE6HItnUzgGPM0Uxm-DQ,4.5,7,1.0,1.0,0.0,0.0,0.0,1.0,70125.0,57.0
jMZ56S8Y1t7cA1Ob-d-qeA,4.0,1165,2.0,1.0,0.0,1.0,0.0,1.0,70116.0,227.0
yAEKaEvsCNxOYv1M1kiQhg,5.0,76,2.0,1.0,1.0,1.0,1.0,0.0,70112.0,173.0
_SjdrpSZdiXVSwaJR5T9jw,3.5,244,2.0,1.0,0.0,0.0,1.0,1.0,70118.0,165.0
kYFJQDMHsubrwDfRpEfDTA,3.5,81,1.0,1.0,0.0,0.0,1.0,1.0,70130.0,602.0
K4TlU26IH19tM_VvTMnpyg,4.0,41,1.0,1.0,0.0,0.0,0.0,1.0,70115.0,267.0
QLUUaTj034zYVWiVl9tNvA,4.0,293,2.0,1.0,1.0,1.0,0.0,1.0,70130.0,602.0
GBTPC53ZrG1ZBY3DT8Mbcw,4.0,4554,2.0,1.0,1.0,1.0,0.0,0.0,70130.0,602.0
Vnob_w_Aohf7ZDqxcJ9z2A,4.0,403,2.0,0.0,1.0,0.0,0.0,1.0,70115.0,267.0
kvE2BJp9Rc8irEnbjnlNHA,1.5,11,1.0,1.0,1.0,0.0,0.0,1.0,70122.0,49.0
G1fQJ8k5U1gdX0vWODCZYA,4.0,63,1.0,1.0,0.0,0.0,1.0,1.0,70118.0,165.0
gUyfJlJRxu1fHuZ4dpBheQ,3.5,252,2.0,1.0,0.0,1.0,1.0,1.0,70119.0,214.0
g04aAvgol7IW8buqSbT4xA,4.0,1865,2.0,1.0,0.0,0.0,0.0,1.0,70116.0,227.0
Ln5j6LRuXur3E5U86WjOJg,3.5,72,1.0,1.0,0.0,0.0,1.0,1.0,70130.0,602.0
3wogQmKw729tKKWaVbZvbg,2.5,295,2.0,1.0,0.0,0.0,1.0,1.0,70116.0,227.0
HSb0mHv23zY42j2vcPtSyA,4.0,6,2.0,1.0,0.0,0.0,0.0,0.0,70118.0,165.0
C-anTsItNvJHHR__DiGEqQ,4.0,54,2.0,1.0,0.0,0.0,0.0,1.0,70116.0,227.0
eJYvM2Zy5BloOYGldWmAVw,3.0,66,1.0,1.0,0.0,0.0,1.0,1.0,70124.0,69.0
1PMAO9O8iQ3gIZlPEaJN3g,4.0,30,1.0,1.0,0.0,0.0,1.0,1.0,70114.0,40.0
GGR4s8VPvTND6mGUfiGQSg,3.5,7,2.0,1.0,0.0,1.0,0.0,1.0,70123.0,27.0
oCtDz1M-m-iYH1cG2o4mtA,4.0,23,1.0,1.0,0.0,0.0,0.0,0.0,70124.0,69.0
KSTWGtRlYowMIuFspfvAFg,2.0,17,1.0,1.0,1.0,0.0,0.0,0.0,70122.0,49.0
HZOh_ZsZ3eODD_yi4kJAMA,4.0,9,2.0,1.0,1.0,0.0,0.0,0.0,70114.0,40.0
I6L0Zxi5Ww0zEWSAVgngeQ,3.5,1066,2.0,1.0,0.0,0.0,1.0,1.0,70130.0,602.0
pEkkIn1bhyACFb8vwvMxwg,4.5,53,2.0,1.0,0.0,1.0,1.0,1.0,70118.0,165.0
8rD0vJdlnkQWhBadYNfsVA,4.5,9,2.0,0.0,0.0,0.0,0.0,0.0,70114.0,40.0
a2MBcILvTHHd2PBYm912sA,2.5,11,2.0,0.0,0.0,1.0,0.0,0.0,70112.0,173.0
R6YhZypd362pEJvl1jN0EA,4.0,165,2.0,1.0,0.0,1.0,1.0,1.0,70130.0,602.0
oCbJpGl8IkH1WdYa25TDBA,4.0,831,2.0,1.0,1.0,0.0,0.0,1.0,70117.0,144.0
neWdmzHgbpqSx62jynDd7A,3.5,63,3.0,0.0,0.0,1.0,1.0,0.0,70112.0,173.0
vN6v8m4DO45Z4pp8yxxF_w,4.5,2084,2.0,1.0,0.0,0.0,0.0,1.0,70130.0,602.0
UmjITdXHhEF46ho6IhaGQg,2.0,351,2.0,1.0,1.0,0.0,0.0,1.0,70113.0,58.0
-9yzQQ0d_rcOD2CzdTNO_Q,2.0,20,1.0,1.0,1.0,0.0,0.0,1.0,70126.0,35.0
Kx8rdHWeYNQa7z_Ague-DQ,3.0,73,2.0,1.0,0.0,0.0,1.0,1.0,70118.0,165.0
hZ7Jo92R_3omlqK_80PaEw,3.5,15,2.0,0.0,0.0,0.0,0.0,0.0,70124.0,69.0
VBWUdluhRQf5kqawykM6Nw,3.0,191,2.0,1.0,1.0,1.0,1.0,1.0,70119.0,214.0
r-776l-hZC4Vngbgn8KLQA,4.0,13,2.0,0.0,0.0,0.0,0.0,0.0,70115.0,267.0
e4Vwtrqf-wpJfwesgvdgxQ,4.0,32,2.0,1.0,0.0,0.0,1.0,1.0,70119.0,214.0
S2Ho8yLxhKAa26pBAm6rxA,4.0,1594,2.0,1.0,1.0,0.0,1.0,1.0,70130.0,602.0
XEuryfYZwcivUtijaZ5laQ,3.0,205,2.0,1.0,0.0,0.0,0.0,0.0,70130.0,602.0
g10CUV0LY50kLHMn5wgS_g,3.5,214,2.0,1.0,1.0,0.0,0.0,1.0,70130.0,602.0
196CWwMAtAcA21jYiMyRzg,3.0,560,2.0,1.0,0.0,0.0,1.0,1.0,70116.0,227.0
g5ogvPhw3PSobtaZFkdEXg,4.5,351,2.0,1.0,1.0,0.0,0.0,1.0,70130.0,602.0
7GmQ9LYOoHuvsiaIJuLykQ,4.5,205,2.0,1.0,0.0,1.0,1.0,1.0,70116.0,227.0
edO1Rej_-_I4vPSVYIZ5NQ,3.0,39,2.0,1.0,1.0,0.0,0.0,1.0,70119.0,214.0
YUDcLokFMZOtyWAmVY3jwA,3.5,279,2.0,1.0,1.0,1.0,1.0,1.0,70130.0,602.0
vfmHUg7jWnfzLb90vcuLSg,4.0,217,3.0,1.0,0.0,1.0,0.0,0.0,70112.0,173.0
6NS4uSnoSpasv0INZ33Lcg,4.0,17,2.0,1.0,1.0,0.0,0.0,0.0,70125.0,57.0
oyrz4wG_0cI2xStw8Ct22Q,4.5,40,1.0,1.0,0.0,0.0,1.0,0.0,70125.0,57.0
GZDkhotwnmGlpYUKxAwobw,3.5,41,1.0,1.0,1.0,0.0,0.0,1.0,70128.0,24.0
q4aAaxdN4wmUZoC6sKEwsw,4.5,192,3.0,0.0,0.0,1.0,0.0,0.0,70118.0,165.0
gC8i-lxwvGhVpOXM5eYdtA,4.0,245,2.0,1.0,0.0,0.0,0.0,1.0,70119.0,214.0
V1n-wIrt5xtI0VIAxIP5dA,4.0,650,2.0,1.0,1.0,1.0,1.0,1.0,70115.0,267.0
WJcPpXwJC-iYThi2zpdvSw,1.5,6,1.0,1.0,1.0,0.0,0.0,1.0,70130.0,602.0
Crwv3yAmCFweHFKQJJez5w,3.5,90,2.0,1.0,1.0,0.0,0.0,0.0,70116.0,227.0
bWiOMj0g9ub53j1l8TJqSg,4.0,67,2.0,1.0,1.0,1.0,1.0,0.0,70119.0,214.0
_JNRKX9qdBTHLKtAl7dbWg,5.0,25,2.0,1.0,0.0,0.0,1.0,0.0,70117.0,144.0
oLc7k78_YcDMnMCdbC-h1A,3.5,514,2.0,1.0,1.0,1.0,1.0,1.0,70130.0,602.0
LAUvZGqjB6edmeD1RTX6fQ,3.5,9,2.0,1.0,0.0,0.0,0.0,1.0,70127.0,29.0
5uTEok3Z0YICni8NxeDZXw,4.0,36,1.0,1.0,0.0,0.0,1.0,1.0,70130.0,602.0
Rx5lfHMWkezmQjCfr2ziAw,4.5,126,1.0,1.0,1.0,0.0,0.0,1.0,70119.0,214.0
WaP_umj3dFLzYicrOanRBA,2.5,5,1.0,1.0,0.0,0.0,0.0,0.0,70112.0,173.0
oo88TE2jCxYfIen_oWFjdA,4.5,44,2.0,1.0,0.0,0.0,1.0,1.0,70117.0,144.0
wohNm4WmjcUIvTT3J2R58A,3.0,7,1.0,0.0,0.0,0.0,0.0,0.0,70130.0,602.0
UYhbbpuD199E7BabX93vAg,5.0,5,2.0,0.0,0.0,0.0,0.0,0.0,70117.0,144.0
4WdDY97x4GdMYtyk1KQMnw,4.5,777,2.0,0.0,0.0,0.0,0.0,1.0,70130.0,602.0
rmPlBsLaXv9mMPltIZO5hw,3.0,24,2.0,1.0,0.0,1.0,0.0,1.0,70130.0,602.0
wq_NK_p2C_5tKdGdz2YOrA,1.5,8,2.0,1.0,1.0,0.0,0.0,0.0,70116.0,227.0
Q_Wo3rX84Dy-YdQsiDmrWw,4.0,126,2.0,1.0,0.0,0.0,1.0,0.0,70119.0,214.0
NxJk32DFY06EbFAvcQJumw,3.5,30,2.0,1.0,0.0,1.0,1.0,1.0,70118.0,165.0
b6tcKm-auC0T0CK39ikNZg,3.0,19,1.0,1.0,1.0,0.0,0.0,1.0,70119.0,214.0
sGbjViru0iJfxH5cBpMeHQ,3.0,83,2.0,1.0,1.0,0.0,0.0,1.0,70115.0,267.0
a1u9Bxrq_fZxl2pgqQUcJA,4.5,330,2.0,0.0,0.0,1.0,0.0,1.0,70130.0,602.0
ompDR5sUDpoI6gnTldmneQ,3.5,770,2.0,1.0,0.0,0.0,0.0,1.0,70116.0,227.0
eoI-rJfnSV_rLjqRXXSWSw,4.5,6,2.0,0.0,0.0,0.0,0.0,1.0,70130.0,602.0
DfkO7MHuy2wxgeUZ2-o3BA,3.0,8,1.0,1.0,0.0,0.0,0.0,1.0,70130.0,602.0
ndRRvkUHQ1ruKBjdgP7kcQ,4.0,33,1.0,1.0,1.0,0.0,0.0,1.0,70113.0,58.0
xJ3NSwE0xhdtA-tB_y_rNQ,4.0,168,2.0,1.0,0.0,0.0,0.0,1.0,70117.0,144.0
6F8BtCbhjXjvXTcdDQ968Q,4.5,8,1.0,1.0,0.0,0.0,1.0,1.0,70125.0,57.0
3ld-M9oahBBBBaSPm-zXnw,3.5,21,2.0,0.0,0.0,0.0,0.0,0.0,70130.0,602.0
KUYGwEEEM8yFkCf-CxpRPQ,3.5,49,2.0,1.0,0.0,0.0,0.0,1.0,70130.0,602.0
sJz2WhvVGW8jsdQhZ_BlUQ,4.5,60,2.0,0.0,0.0,1.0,0.0,0.0,70130.0,602.0
txj3fsAeIvW7m6RtnzxMzQ,4.0,9,1.0,1.0,1.0,0.0,1.0,0.0,70016.0,1.0
dNhuI4zka3WDhbfksalj5w,3.5,83,2.0,1.0,0.0,0.0,0.0,1.0,70130.0,602.0
yIy70vHKF_L3Gy1cu2Wqwg,5.0,57,2.0,0.0,0.0,1.0,0.0,0.0,70130.0,602.0
6MBVjXPYjlNkIcNzlChEsA,4.0,10,1.0,1.0,0.0,0.0,0.0,1.0,70112.0,173.0
4DTGsmjExLNCOZlXuqXL2g,4.0,22,2.0,1.0,0.0,0.0,0.0,1.0,70122.0,49.0
eqBiSzVMyUoMtUfts4hrdA,3.5,19,2.0,1.0,1.0,0.0,1.0,1.0,70126.0,35.0
qFfxWon_Rx99KF4rHViMkQ,4.0,29,1.0,1.0,1.0,0.0,0.0,1.0,70128.0,24.0
ZY2feSm2sc5nTXYHnKpMGQ,3.5,146,2.0,1.0,0.0,0.0,0.0,0.0,70113.0,58.0
bn4N0bxa-u-kBaKLwU893w,2.5,38,1.0,1.0,0.0,0.0,0.0,1.0,70130.0,602.0
PHHd-Df4WieYCpfWrZsoNA,3.0,7,1.0,0.0,0.0,0.0,0.0,1.0,70115.0,267.0
#NAME?,4.0,80,2.0,0.0,0.0,0.0,0.0,0.0,70116.0,227.0
F_24wAKBIVdXEZY5ilNH9w,2.5,24,1.0,1.0,1.0,0.0,0.0,1.0,70127.0,29.0
fsFZQ2ZbTutgUlnWPhTU6A,4.0,333,2.0,1.0,0.0,0.0,1.0,1.0,70116.0,227.0
ahc6Wx3A9tmoHCtad_z3wg,3.5,42,1.0,0.0,0.0,0.0,1.0,0.0,70119.0,214.0
I0I2mkCOPTYVSLpc8A8VVw,4.5,804,3.0,1.0,0.0,1.0,0.0,0.0,70130.0,602.0
8eDkw7CE0NKqMknPIu26fw,4.5,888,2.0,0.0,0.0,0.0,0.0,1.0,70130.0,602.0
VCjvaX_78oEKG3I9oTJEag,4.0,161,1.0,1.0,0.0,0.0,1.0,0.0,70119.0,214.0
d8-6CFDv66xJ7bBjyZJUDQ,4.5,10,1.0,0.0,0.0,0.0,0.0,0.0,70116.0,227.0
1tBYTxO3ayR_19_zCN1vyA,4.5,12,2.0,1.0,1.0,0.0,0.0,0.0,70126.0,35.0
skJ1w8B5YusIibyxH4ohxQ,3.5,182,2.0,1.0,0.0,1.0,1.0,1.0,70130.0,602.0
vng5PxNaiq3aoNn4HNNxEw,2.0,26,2.0,1.0,0.0,0.0,1.0,1.0,70119.0,214.0
AWnzFqIrlkLAKTc46_zmEg,4.0,337,2.0,1.0,1.0,0.0,0.0,1.0,70130.0,602.0
s688oKDwUayG5rjHbPwK7w,4.0,110,2.0,1.0,0.0,1.0,1.0,1.0,70124.0,69.0
q39t6-a47CLf1RTyqu9CYg,3.0,110,2.0,1.0,0.0,0.0,1.0,1.0,70123.0,27.0
JcP1z6eZBgTIcxWlyxSw0g,4.0,67,3.0,1.0,0.0,1.0,1.0,0.0,70130.0,602.0
MG_wIwRBwyNnCAEMXe9Jqw,4.5,562,2.0,1.0,1.0,0.0,1.0,1.0,70116.0,227.0
Bf1cdbdHXi8Omlkc7KShkg,4.0,9,1.0,0.0,0.0,0.0,1.0,0.0,70116.0,227.0
OINbC0rpDVJ5bfxt3LO9fw,4.5,651,2.0,1.0,0.0,0.0,1.0,1.0,70116.0,227.0
ew5TyXOlyCpCRptye1LdxA,1.5,39,1.0,1.0,1.0,0.0,0.0,1.0,70119.0,214.0
ADgeB1sfOGbzCR3LIi-4lg,4.5,152,2.0,1.0,1.0,0.0,1.0,1.0,70113.0,58.0
s7qstxT0rfacx6m1S4JsRQ,2.0,12,2.0,0.0,0.0,0.0,0.0,0.0,70130.0,602.0
voAosWO5yGhvppHRKm-7mQ,3.5,117,2.0,1.0,0.0,0.0,1.0,1.0,70130.0,602.0
IZ6vx85mSdC2zp0STFzTIw,4.5,161,2.0,1.0,1.0,1.0,1.0,1.0,70115.0,267.0
1ys1jf1-4EuiHONfpHWdwg,3.0,6,1.0,1.0,0.0,0.0,0.0,0.0,70116.0,227.0
x7q5vh2a9WAp2AGoD_YUmg,4.0,5,2.0,0.0,0.0,0.0,0.0,0.0,70124.0,69.0
uvQQlr5ye4ReQTxuyB7kCA,4.0,198,2.0,1.0,1.0,1.0,1.0,1.0,70130.0,602.0
Y0JF1UN7pfWJ-GuzuVXM0g,3.0,178,2.0,1.0,1.0,0.0,1.0,1.0,70115.0,267.0
tf-r6n9Ap1egVzMAQrksQg,5.0,6,1.0,1.0,1.0,1.0,0.0,1.0,70119.0,214.0
hS6KNGCQVTYUdLb2edt58g,3.5,780,2.0,0.0,0.0,0.0,0.0,1.0,70130.0,602.0
O6kMCxp8r9mKyFZy7sTxlg,4.0,38,3.0,0.0,0.0,1.0,0.0,0.0,70116.0,227.0
JdqD2J4VJsYrMirDUR7fCw,3.0,9,1.0,1.0,1.0,0.0,1.0,1.0,70170.0,9.0
OcatdPIYh9X2Du3Lo5YKOQ,3.5,204,2.0,1.0,1.0,1.0,1.0,1.0,70122.0,49.0
VfgEzpaIHpq4sR2s2P6o5w,3.0,60,2.0,1.0,0.0,0.0,1.0,1.0,70118.0,165.0
t1qF12NdW8KvCqxqbvy-Hg,4.0,447,1.0,1.0,1.0,0.0,1.0,1.0,70116.0,227.0
BJBSwMKADtYjqFDCL3-zkw,2.0,248,2.0,1.0,1.0,0.0,0.0,1.0,70112.0,173.0
UTkd3bWcTn0eREADTWKyog,4.5,18,2.0,0.0,0.0,0.0,1.0,0.0,70130.0,602.0
f43AIP_4AV2XSng0_LXI_A,3.0,31,1.0,1.0,0.0,0.0,0.0,1.0,70114.0,40.0
Et2yOijYQbWyR-mE0-z40w,4.0,340,2.0,1.0,1.0,1.0,1.0,1.0,70130.0,602.0
9dW3CVyvnTXdkXg2AOyBfw,4.5,20,1.0,1.0,1.0,0.0,1.0,1.0,70124.0,69.0
x5-7JNoYyh8VgCp5pCsiUw,2.5,5,2.0,1.0,0.0,0.0,0.0,1.0,70113.0,58.0
Iso6F11o-W4g6d7OUEaMng,4.5,34,2.0,1.0,0.0,1.0,1.0,1.0,70118.0,165.0
n8HfcZKc2gmoDQkSI3Csag,5.0,34,2.0,0.0,0.0,0.0,0.0,0.0,70115.0,267.0
KGTXhggdNVaTcqPAJQ0EXw,3.0,26,2.0,1.0,0.0,0.0,1.0,1.0,70115.0,267.0
vwOJ4yZH1I85-T3dJyr2ig,4.5,324,2.0,1.0,0.0,0.0,0.0,1.0,70112.0,173.0
54PNfAT0kCG3JLgGOojc4A,4.0,89,2.0,1.0,1.0,0.0,1.0,0.0,70115.0,267.0
rOsC1rDpIxvNoHxEvNFjeA,4.0,443,2.0,1.0,0.0,0.0,1.0,0.0,70130.0,602.0
Yp8gbMuCXIWJWoRvkOJcGA,3.5,57,2.0,1.0,0.0,1.0,0.0,1.0,70124.0,69.0
1_5TInJdy44V0Gez1kxP6Q,4.5,20,2.0,1.0,1.0,0.0,0.0,1.0,70130.0,602.0
1JeiKd0RVtf-rsN6I9RmWw,5.0,6,2.0,0.0,0.0,0.0,0.0,0.0,70112.0,173.0
nJsNoDkZGLoHt6ioW4xUug,4.0,18,1.0,1.0,0.0,0.0,0.0,1.0,70130.0,602.0
TU0Qzv2xotpDZW_tY9uVMQ,3.0,19,2.0,0.0,1.0,0.0,0.0,1.0,70130.0,602.0
VkwNVWThOZbiDbjWQbnJew,4.0,26,2.0,1.0,1.0,0.0,0.0,0.0,70124.0,69.0
QUEWdnmVCv2Ri8xJATTrIQ,3.5,124,1.0,1.0,1.0,0.0,0.0,0.0,70115.0,267.0
sdFJSq-EgmtplIwUamRwTQ,3.5,446,2.0,1.0,0.0,0.0,1.0,1.0,70130.0,602.0
LK58peZTR54sYsISrTo0cA,4.0,27,2.0,1.0,0.0,0.0,0.0,1.0,70130.0,602.0
z3REVRkZbxW9SUfy11mJPw,4.5,32,2.0,1.0,1.0,0.0,1.0,1.0,70116.0,227.0
_NfEP6cuFSz7bd-7OtiJ-Q,3.5,161,1.0,1.0,1.0,0.0,0.0,1.0,70121.0,17.0
CgAthB_K1fmD2OUpmYBRuw,2.5,28,2.0,1.0,1.0,1.0,1.0,1.0,70115.0,267.0
Paj09wy8scskcusO-Jmkjg,3.0,5,1.0,1.0,0.0,0.0,1.0,1.0,70130.0,602.0
J-qcPBEgIPhxvx-Uj4ahNQ,5.0,5,2.0,0.0,0.0,0.0,0.0,0.0,70127.0,29.0
