business_id,stars,review_count,review_frequency,avg_sentiment,checkin_count,price_range,takeout,delivery,reservations,outdoor_seating,good_for_kids,postal_code,competition_density
ifofBiQeb6DI0-u0KEQybg,4.0,24,0.15789473684210525,0.22582899704111825,12.0,2.0,0,0,0,0,0,70130.0,602.0
WaRZsQEcEHwRk0T2dJ-cuA,4.0,202,0.42886317222600406,0.2861610376079829,492.0,2.0,1,1,1,1,0,70130.0,602.0
8uF-bhJFgT4Tn6DTb27viA,4.5,2062,2.2409152086137283,0.27996420479242184,5090.0,1.0,1,1,0,1,1,70130.0,602.0
Tt4byMYA7FvAkQ3MigcJWQ,3.5,74,0.29079159935379645,0.270442387613372,291.0,2.0,1,0,1,1,1,70116.0,227.0
Yh4OgbXQSpQ_ycK_FmNiGw,4.0,100,0.11164867882396726,0.22474343045298925,177.0,2.0,1,1,0,1,0,70117.0,144.0
zSqTndm5Alq9dW1PyzbdTA,4.0,588,0.6523089666597639,0.27754255326125693,1015.0,2.0,1,1,1,1,1,70130.0,602.0
qejPFPUKiIXvHJ4BirgLUw,1.5,13,0.0,0.0,34.0,1.0,1,1,0,1,1,70125.0,57.0
4ZVApGFcZ-mPVGKqZWRqvg,2.5,12,0.0,0.0,6.0,1.0,1,1,0,0,1,70127.0,29.0
mjfCi5RzOab2i3oIS7MqnA,3.0,16,0.0,0.0,26.0,2.0,1,0,1,0,1,70127.0,29.0
98mYebjHN_VXZapVm8Nmqg,4.0,67,1.0,0.2921969696969697,226.0,1.0,1,1,0,0,1,70119.0,214.0
OUuUc_qERdvTrnpj1vSLaw,3.5,16,0.0,0.0,34.0,1.0,1,0,0,0,1,70119.0,214.0
mO64LdUgN5DiXst7Wagq3w,4.5,21,0.0,0.0,3.0,1.0,1,1,0,1,0,70125.0,57.0
hkh5iyDeGLNhu-JUQFRE1Q,3.5,492,0.6118067978533095,0.2494156785628978,1222.0,3.0,0,0,1,1,0,70130.0,602.0
pym7c6ZFEtmoH16xN2ApBg,4.5,1289,1.2659910284100349,0.30116172905475347,2856.0,2.0,1,1,1,1,1,70119.0,214.0
5AOkxsg6UJQ_CoJTMBDUmQ,4.0,299,0.3469879518072289,0.31887298341073633,530.0,3.0,1,0,1,1,1,70119.0,214.0
nGYXglmKHgUcovuTHIg6_A,4.0,29,0.08695652173913043,0.0950112111980799,85.0,2.0,1,0,0,0,0,70118.0,165.0
Bt7NBqA31uOI4H_hvasLLg,4.0,597,0.8961748633879781,0.3118528078269316,1251.0,2.0,1,0,0,1,1,70116.0,227.0
pTpZS84EQhvZaxhq6SSWNw,4.5,18,1.0,0.431969696969697,19.0,2.0,1,0,0,1,0,70117.0,144.0
jlgi2sLx5i6_t4mcODJW7A,3.0,63,0.2671232876712329,0.1371279016348696,56.0,3.0,0,0,1,1,0,70119.0,214.0
2wwhMKlfpOd0dpk_AQdt8w,2.5,29,0.4587155963302752,0.14387526646377888,49.0,3.0,1,0,1,1,0,70130.0,602.0
X-BZp1KMgGzKkf_92Y3fWw,4.0,214,0.5101617586063875,0.2398335413017408,666.0,2.0,0,0,1,0,0,70130.0,602.0
aI2w94F3TvIuPTcflKVCJQ,3.5,88,0.16656384947563233,0.2553874334373072,482.0,1.0,1,0,0,1,1,70130.0,602.0
0e7U3DahOeJsT0brY4n_uQ,4.0,22,0.14263074484944532,0.10754183863726875,17.0,2.0,0,0,0,0,0,70122.0,49.0
i-tDq8zC7ZmSqSbg_7oddA,4.0,79,0.39045553145336226,0.2040090813189436,214.0,2.0,1,1,0,1,1,70118.0,165.0
HKLFG2qKkd5X1IyfwYlYqQ,4.0,70,0.10252029047415634,0.1261693522608194,79.0,1.0,1,0,0,0,1,70131.0,17.0
Qkiz7nFYML7sJBFPO7pNaw,4.5,21,0.10344827586206898,0.4846831955922865,18.0,2.0,1,0,0,1,0,70126.0,35.0
4u4njx79dMrXNhbRFHjG8A,3.5,22,0.0,0.0,103.0,2.0,1,1,0,1,1,70118.0,165.0
gLaxSkjWzt25hybkaKwQcA,3.5,520,0.4583333333333333,0.246449253403845,1098.0,2.0,1,1,1,1,1,70115.0,267.0
IZmCSGeXLCB-Y2UvJrvr-A,4.0,130,0.33898305084745767,0.28222500394551236,454.0,2.0,1,0,1,0,1,70130.0,602.0
D7Os2-9ApTGmNyzidqfwGA,4.0,66,0.10076335877862595,0.25600663136905694,128.0,4.0,0,0,1,0,0,70112.0,173.0
FtkYGVPVCRuuhQhYJBSVQw,4.0,81,0.10160880609652836,0.3034019174262955,173.0,2.0,1,0,0,0,1,70122.0,49.0
YvfeLey2Bnge5Mj9RY7ofA,3.5,10,0.7692307692307693,0.15174032363748677,170.0,1.0,1,0,0,1,0,70130.0,602.0
3SBlKwlmBiYVjW2SKz0gwg,3.5,7,5.0,0.19868755928415016,19.0,2.0,0,0,0,1,1,70130.0,602.0
4NidY2tw42l6iobbtai_kA,4.0,136,0.12883435582822086,0.3183534555243413,200.0,2.0,0,0,0,0,0,70130.0,602.0
ZoRlLcEsxrzfumd6wHa5Jg,5.0,9,3.3333333333333335,0.34331168831168823,2.0,2.0,0,0,0,0,0,70130.0,602.0
wzIN0IqcNOnUjwuzRoG9AA,4.5,385,1.4201183431952662,0.31320678479886527,227.0,2.0,1,1,0,0,1,70119.0,214.0
KZe5kpIHWVuJl6WgNYzceg,4.0,274,0.31464041095890416,0.27561022557898396,500.0,1.0,1,1,1,0,1,70130.0,602.0
bMpKXcKFetJQsa42UR25cQ,4.0,109,0.25110782865583453,0.19635903688494946,331.0,2.0,0,0,0,1,0,70116.0,227.0
ZapDvyE7lJxVxlmeeKyjkg,4.0,267,1.057609630266552,0.2198986817319169,197.0,2.0,1,1,0,0,1,70112.0,173.0
SJIQFKTW6uUsOo29w9IHxw,4.0,1223,8.271474019088016,0.3359571199966537,1979.0,2.0,1,1,1,1,1,70130.0,602.0
Ckn7S0CRWfC8w6gR7QJcRw,4.0,17,0.19823788546255508,0.2762135241301908,18.0,2.0,0,0,0,0,0,70117.0,144.0
JvawJ9bSr22xn4R9oLvl_w,4.0,1084,1.0146888287591804,0.292057112026134,2518.0,2.0,1,0,1,0,1,70130.0,602.0
ABp0BSeiYty6EpVW2ScO-w,4.5,5,0.0,0.0,7.0,2.0,1,0,0,0,0,70124.0,69.0
fw9YFfQnoOKlVnUdUCT0OA,3.0,14,0.0,0.0,18.0,1.0,1,1,0,1,0,70119.0,214.0
iVegX9epKU8R0eRAEwQ6Yg,4.5,75,0.2164009111617312,0.27071963568276897,101.0,2.0,1,0,0,0,1,70127.0,29.0
PzhPMkaNYiKDTHoTG0r8rw,4.5,178,0.22497187851518557,0.3195181188748971,523.0,1.0,1,1,0,1,1,70115.0,267.0
ZNXNmJV8fXu7dv1hqXeq1Q,2.5,21,0.07575757575757576,0.14971094877344876,99.0,1.0,1,0,0,0,1,70126.0,35.0
JE4gQjflWbg9eg3CSZvAVg,4.5,7,1.0,0.634090909090909,11.0,2.0,0,0,0,0,0,70116.0,227.0
#NAME?,3.5,171,0.0,0.0,0.0,2.0,0,0,0,0,0,70118.0,165.0
ZFcE6HItnUzgGPM0Uxm-DQ,4.5,7,0.7563025210084033,0.2730387205387205,4.0,1.0,1,0,0,0,1,70125.0,57.0
jMZ56S8Y1t7cA1Ob-d-qeA,4.0,1165,1.6670819835534512,0.30350835605543586,2515.0,2.0,1,0,1,0,1,70116.0,227.0
yAEKaEvsCNxOYv1M1kiQhg,5.0,76,0.7216494845360826,0.3749464083153923,26.0,2.0,1,1,1,1,0,70112.0,173.0
_SjdrpSZdiXVSwaJR5T9jw,3.5,244,0.3719538264215477,0.3065920136677752,370.0,2.0,1,0,0,1,1,70118.0,165.0
kYFJQDMHsubrwDfRpEfDTA,3.5,81,0.13286584240634805,0.23096237944438935,79.0,1.0,1,0,0,1,1,70130.0,602.0
K4TlU26IH19tM_VvTMnpyg,4.0,41,0.17191977077363899,0.24302043754598268,191.0,1.0,1,0,0,0,1,70115.0,267.0
QLUUaTj034zYVWiVl9tNvA,4.0,293,0.3107960741548528,0.2958398798032717,655.0,2.0,1,1,1,0,1,70130.0,602.0
GBTPC53ZrG1ZBY3DT8Mbcw,4.0,4554,5.35397357523171,0.30013417287266436,9390.0,2.0,1,1,1,0,0,70130.0,602.0
Vnob_w_Aohf7ZDqxcJ9z2A,4.0,403,0.4045189504373178,0.24221406817953886,965.0,2.0,0,1,0,0,1,70115.0,267.0
kvE2BJp9Rc8irEnbjnlNHA,1.5,11,0.0,0.0,12.0,1.0,1,1,0,0,1,70122.0,49.0
G1fQJ8k5U1gdX0vWODCZYA,4.0,63,0.14473684210526316,0.28773407337742457,167.0,1.0,1,0,0,1,1,70118.0,165.0
gUyfJlJRxu1fHuZ4dpBheQ,3.5,252,0.16181229773462785,0.19429513183618022,567.0,2.0,1,0,1,1,1,70119.0,214.0
g04aAvgol7IW8buqSbT4xA,4.0,1865,1.6069271043093032,0.26936187618718416,2764.0,2.0,1,0,0,0,1,70116.0,227.0
Ln5j6LRuXur3E5U86WjOJg,3.5,72,0.11775362318840579,0.27442420240569887,176.0,1.0,1,0,0,1,1,70130.0,602.0
3wogQmKw729tKKWaVbZvbg,2.5,295,0.48287671232876717,0.0783317599375573,460.0,2.0,1,0,0,1,1,70116.0,227.0
HSb0mHv23zY42j2vcPtSyA,4.0,6,0.0,0.0,5.0,2.0,1,0,0,0,0,70118.0,165.0
C-anTsItNvJHHR__DiGEqQ,4.0,54,0.10152284263959391,0.19515719261189324,117.0,2.0,1,0,0,0,1,70116.0,227.0
eJYvM2Zy5BloOYGldWmAVw,3.0,66,0.046189376443418015,0.2538149350649351,224.0,1.0,1,0,0,1,1,70124.0,69.0
1PMAO9O8iQ3gIZlPEaJN3g,4.0,30,0.2571428571428572,0.27457611832611833,58.0,1.0,1,0,0,1,1,70114.0,40.0
GGR4s8VPvTND6mGUfiGQSg,3.5,7,1.0,0.009006026653085478,7.0,2.0,1,0,1,0,1,70123.0,27.0
oCtDz1M-m-iYH1cG2o4mtA,4.0,23,0.10600706713780919,0.2649466891133558,69.0,1.0,1,0,0,0,0,70124.0,69.0
KSTWGtRlYowMIuFspfvAFg,2.0,17,0.10075566750629722,0.24110998508734102,12.0,1.0,1,1,0,0,0,70122.0,49.0
HZOh_ZsZ3eODD_yi4kJAMA,4.0,9,1.0,0.5181818181818182,6.0,2.0,1,1,0,0,0,70114.0,40.0
I6L0Zxi5Ww0zEWSAVgngeQ,3.5,1066,0.947246823257605,0.2600097058758895,2495.0,2.0,1,0,0,1,1,70130.0,602.0
pEkkIn1bhyACFb8vwvMxwg,4.5,53,1.477832512315271,0.29323420364546776,60.0,2.0,1,0,1,1,1,70118.0,165.0
8rD0vJdlnkQWhBadYNfsVA,4.5,9,0.0,0.0,6.0,2.0,0,0,0,0,0,70114.0,40.0
a2MBcILvTHHd2PBYm912sA,2.5,11,1.0,0.05909090909090909,14.0,2.0,0,0,1,0,0,70112.0,173.0
R6YhZypd362pEJvl1jN0EA,4.0,165,0.7307439104674128,0.3405315891199464,208.0,2.0,1,0,1,1,1,70130.0,602.0
oCbJpGl8IkH1WdYa25TDBA,4.0,831,3.522975929978118,0.259412662983274,572.0,2.0,1,1,0,0,1,70117.0,144.0
neWdmzHgbpqSx62jynDd7A,3.5,63,0.24193548387096775,0.24087723312266765,97.0,3.0,0,0,1,1,0,70112.0,173.0
vN6v8m4DO45Z4pp8yxxF_w,4.5,2084,2.2304398598676527,0.28372060558785506,4185.0,2.0,1,0,0,0,1,70130.0,602.0
UmjITdXHhEF46ho6IhaGQg,2.0,351,0.5281690140845071,0.06839964226527365,444.0,2.0,1,1,0,0,1,70113.0,58.0
-9yzQQ0d_rcOD2CzdTNO_Q,2.0,20,0.07032348804500704,0.19025487012987014,54.0,1.0,1,1,0,0,1,70126.0,35.0
Kx8rdHWeYNQa7z_Ague-DQ,3.0,73,2.8767123287671237,0.18373585401148018,30.0,2.0,1,0,0,1,1,70118.0,165.0
hZ7Jo92R_3omlqK_80PaEw,3.5,15,1.0,0.4968013468013468,10.0,2.0,0,0,0,0,0,70124.0,69.0
VBWUdluhRQf5kqawykM6Nw,3.0,191,0.7888249794576827,0.2979857232642692,91.0,2.0,1,1,1,1,1,70119.0,214.0
r-776l-hZC4Vngbgn8KLQA,4.0,13,0.058479532163742694,0.20361287113559842,2.0,2.0,0,0,0,0,0,70115.0,267.0
e4Vwtrqf-wpJfwesgvdgxQ,4.0,32,1.0,0.45227272727272727,55.0,2.0,1,0,0,1,1,70119.0,214.0
S2Ho8yLxhKAa26pBAm6rxA,4.0,1594,4.136528028933093,0.29467895818788314,3266.0,2.0,1,1,0,1,1,70130.0,602.0
XEuryfYZwcivUtijaZ5laQ,3.0,205,0.2853881278538813,0.23610823145524584,314.0,2.0,1,0,0,0,0,70130.0,602.0
g10CUV0LY50kLHMn5wgS_g,3.5,214,0.5029940119760479,0.1852973558289442,410.0,2.0,1,1,0,0,1,70130.0,602.0
196CWwMAtAcA21jYiMyRzg,3.0,560,0.5894941634241245,0.17614796249144793,1098.0,2.0,1,0,0,1,1,70116.0,227.0
g5ogvPhw3PSobtaZFkdEXg,4.5,351,0.39028620988725066,0.3236583170064231,594.0,2.0,1,1,0,0,1,70130.0,602.0
7GmQ9LYOoHuvsiaIJuLykQ,4.5,205,1.4471968709256846,0.238339940168925,285.0,2.0,1,0,1,1,1,70116.0,227.0
edO1Rej_-_I4vPSVYIZ5NQ,3.0,39,0.21126760563380284,0.3399846681096681,51.0,2.0,1,1,0,0,1,70119.0,214.0
YUDcLokFMZOtyWAmVY3jwA,3.5,279,0.8689355539464156,0.2675128690284344,268.0,2.0,1,1,1,1,1,70130.0,602.0
vfmHUg7jWnfzLb90vcuLSg,4.0,217,0.33946251768033947,0.32338056120384107,306.0,3.0,1,0,1,0,0,70112.0,173.0
6NS4uSnoSpasv0INZ33Lcg,4.0,17,1.0,0.12432359307359307,4.0,2.0,1,1,0,0,0,70125.0,57.0
oyrz4wG_0cI2xStw8Ct22Q,4.5,40,0.11549566891241579,0.30618184537072407,77.0,1.0,1,0,0,1,0,70125.0,57.0
GZDkhotwnmGlpYUKxAwobw,3.5,41,0.08915304606240713,0.276613753579495,50.0,1.0,1,1,0,0,1,70128.0,24.0
q4aAaxdN4wmUZoC6sKEwsw,4.5,192,0.5509641873278237,0.34806731537042035,236.0,3.0,0,0,1,0,0,70118.0,165.0
gC8i-lxwvGhVpOXM5eYdtA,4.0,245,0.37464655984919887,0.2521299387124244,461.0,2.0,1,0,0,0,1,70119.0,214.0
V1n-wIrt5xtI0VIAxIP5dA,4.0,650,3.076363636363636,0.29146978044203414,560.0,2.0,1,1,1,1,1,70115.0,267.0
WJcPpXwJC-iYThi2zpdvSw,1.5,6,0.0,0.0,10.0,1.0,1,1,0,0,1,70130.0,602.0
Crwv3yAmCFweHFKQJJez5w,3.5,90,0.26841018582243636,0.0851812738725832,145.0,2.0,1,1,0,0,0,70116.0,227.0
bWiOMj0g9ub53j1l8TJqSg,4.0,67,1.2857142857142858,0.2621229648110961,24.0,2.0,1,1,1,1,0,70119.0,214.0
_JNRKX9qdBTHLKtAl7dbWg,5.0,25,0.3921568627450981,0.19084370015948965,19.0,2.0,1,0,0,1,0,70117.0,144.0
oLc7k78_YcDMnMCdbC-h1A,3.5,514,0.40848214285714285,0.2469688439332278,2084.0,2.0,1,1,1,1,1,70130.0,602.0
LAUvZGqjB6edmeD1RTX6fQ,3.5,9,0.0,0.0,11.0,2.0,1,0,0,0,1,70127.0,29.0
5uTEok3Z0YICni8NxeDZXw,4.0,36,0.0663716814159292,0.20182000580438078,88.0,1.0,1,0,0,1,1,70130.0,602.0
Rx5lfHMWkezmQjCfr2ziAw,4.5,126,0.09554140127388536,0.21352877576886045,258.0,1.0,1,1,0,0,1,70119.0,214.0
WaP_umj3dFLzYicrOanRBA,2.5,5,1.0,0.32929292929292925,17.0,1.0,1,0,0,0,0,70112.0,173.0
oo88TE2jCxYfIen_oWFjdA,4.5,44,0.08219178082191782,0.2784744503862151,29.0,2.0,1,0,0,1,1,70117.0,144.0
wohNm4WmjcUIvTT3J2R58A,3.0,7,0.0,0.0,14.0,1.0,0,0,0,0,0,70130.0,602.0
UYhbbpuD199E7BabX93vAg,5.0,5,1.0,0.24333551461458436,0.0,2.0,0,0,0,0,0,70117.0,144.0
4WdDY97x4GdMYtyk1KQMnw,4.5,777,0.8970380818053596,0.29859424304702076,1863.0,2.0,0,0,0,0,1,70130.0,602.0
rmPlBsLaXv9mMPltIZO5hw,3.0,24,0.06128702757916241,0.3835227272727273,19.0,2.0,1,0,1,0,1,70130.0,602.0
wq_NK_p2C_5tKdGdz2YOrA,1.5,8,0.0,0.0,3.0,2.0,1,1,0,0,0,70116.0,227.0
Q_Wo3rX84Dy-YdQsiDmrWw,4.0,126,0.2841077241787511,0.29990397963196047,338.0,2.0,1,0,0,1,0,70119.0,214.0
NxJk32DFY06EbFAvcQJumw,3.5,30,0.26706231454005935,0.31555315055315053,61.0,2.0,1,0,1,1,1,70118.0,165.0
b6tcKm-auC0T0CK39ikNZg,3.0,19,0.09787928221859707,0.1526052395879982,14.0,1.0,1,1,0,0,1,70119.0,214.0
sGbjViru0iJfxH5cBpMeHQ,3.0,83,0.043227665706051875,0.15029170475725873,214.0,2.0,1,1,0,0,1,70115.0,267.0
a1u9Bxrq_fZxl2pgqQUcJA,4.5,330,1.5961800818553888,0.3302951453032498,594.0,2.0,0,0,1,0,1,70130.0,602.0
ompDR5sUDpoI6gnTldmneQ,3.5,770,1.010317305820518,0.18908498884608246,1202.0,2.0,1,0,0,0,1,70116.0,227.0
eoI-rJfnSV_rLjqRXXSWSw,4.5,6,0.36585365853658536,0.22872990105132962,12.0,2.0,0,0,0,0,1,70130.0,602.0
DfkO7MHuy2wxgeUZ2-o3BA,3.0,8,0.0,0.0,32.0,1.0,1,0,0,0,1,70130.0,602.0
ndRRvkUHQ1ruKBjdgP7kcQ,4.0,33,0.10984540276647681,0.271976019908644,88.0,1.0,1,1,0,0,1,70113.0,58.0
xJ3NSwE0xhdtA-tB_y_rNQ,4.0,168,0.20280547574784522,0.23873845637408037,308.0,2.0,1,0,0,0,1,70117.0,144.0
6F8BtCbhjXjvXTcdDQ968Q,4.5,8,3.0,0.2256752305665349,87.0,1.0,1,0,0,1,1,70125.0,57.0
3ld-M9oahBBBBaSPm-zXnw,3.5,21,0.032240730789897906,0.11353242481203009,88.0,2.0,0,0,0,0,0,70130.0,602.0
KUYGwEEEM8yFkCf-CxpRPQ,3.5,49,0.0785928143712575,0.06522828909811992,189.0,2.0,1,0,0,0,1,70130.0,602.0
sJz2WhvVGW8jsdQhZ_BlUQ,4.5,60,0.1200800533689126,0.22893171018391414,321.0,2.0,0,0,1,0,0,70130.0,602.0
txj3fsAeIvW7m6RtnzxMzQ,4.0,9,0.0,0.0,30.0,1.0,1,1,0,1,0,70016.0,1.0
dNhuI4zka3WDhbfksalj5w,3.5,83,0.11597938144329897,0.1432027845190724,229.0,2.0,1,0,0,0,1,70130.0,602.0
yIy70vHKF_L3Gy1cu2Wqwg,5.0,57,0.33519553072625696,0.3334176130610042,14.0,2.0,0,0,1,0,0,70130.0,602.0
6MBVjXPYjlNkIcNzlChEsA,4.0,10,0.0,0.0,150.0,1.0,1,0,0,0,1,70112.0,173.0
4DTGsmjExLNCOZlXuqXL2g,4.0,22,1.0,0.4032467532467533,12.0,2.0,1,0,0,0,1,70122.0,49.0
eqBiSzVMyUoMtUfts4hrdA,3.5,19,1.0,0.2654220779220779,14.0,2.0,1,1,0,1,1,70126.0,35.0
qFfxWon_Rx99KF4rHViMkQ,4.0,29,0.3673469387755102,0.2718807118807119,46.0,1.0,1,1,0,0,1,70128.0,24.0
ZY2feSm2sc5nTXYHnKpMGQ,3.5,146,0.1716124419020379,0.2399307111309179,594.0,2.0,1,0,0,0,0,70113.0,58.0
bn4N0bxa-u-kBaKLwU893w,2.5,38,0.10256410256410256,0.056887917878806454,80.0,1.0,1,0,0,0,1,70130.0,602.0
PHHd-Df4WieYCpfWrZsoNA,3.0,7,0.0,0.0,30.0,1.0,0,0,0,0,1,70115.0,267.0
F_24wAKBIVdXEZY5ilNH9w,2.5,24,0.03330557868442964,-0.0007792207792207996,68.0,1.0,1,1,0,0,1,70127.0,29.0
fsFZQ2ZbTutgUlnWPhTU6A,4.0,333,0.4774972557628979,0.25119797112030684,633.0,2.0,1,0,0,1,1,70116.0,227.0
ahc6Wx3A9tmoHCtad_z3wg,3.5,42,0.06583760058522312,0.1437402266401207,333.0,1.0,0,0,0,1,0,70119.0,214.0
I0I2mkCOPTYVSLpc8A8VVw,4.5,804,2.009987515605493,0.3040842922976432,1178.0,3.0,1,0,1,0,0,70130.0,602.0
8eDkw7CE0NKqMknPIu26fw,4.5,888,1.3744493392070485,0.29933890129388585,1054.0,2.0,0,0,0,0,1,70130.0,602.0
VCjvaX_78oEKG3I9oTJEag,4.0,161,0.16281264747522414,0.24674721076461506,1119.0,1.0,1,0,0,1,0,70119.0,214.0
d8-6CFDv66xJ7bBjyZJUDQ,4.5,10,0.06198347107438017,0.2660693993506493,33.0,1.0,0,0,0,0,0,70116.0,227.0
1tBYTxO3ayR_19_zCN1vyA,4.5,12,1.0,0.22828282828282828,0.0,2.0,1,1,0,0,0,70126.0,35.0
skJ1w8B5YusIibyxH4ohxQ,3.5,182,0.15063731170336037,0.22925787465860675,1171.0,2.0,1,0,1,1,1,70130.0,602.0
vng5PxNaiq3aoNn4HNNxEw,2.0,26,0.7228915662650602,0.18396005509641872,83.0,2.0,1,0,0,1,1,70119.0,214.0
AWnzFqIrlkLAKTc46_zmEg,4.0,337,0.36704119850187267,0.3108740937448022,697.0,2.0,1,1,0,0,1,70130.0,602.0
s688oKDwUayG5rjHbPwK7w,4.0,110,0.06056157093044596,0.2378602345847601,156.0,2.0,1,0,1,1,1,70124.0,69.0
q39t6-a47CLf1RTyqu9CYg,3.0,110,0.03963011889035667,0.16057079667266358,548.0,2.0,1,0,0,1,1,70123.0,27.0
JcP1z6eZBgTIcxWlyxSw0g,4.0,67,0.23148148148148148,0.3109073263647068,89.0,3.0,1,0,1,1,0,70130.0,602.0
MG_wIwRBwyNnCAEMXe9Jqw,4.5,562,1.4074717636837533,0.25713739294160365,508.0,2.0,1,1,0,1,1,70116.0,227.0
Bf1cdbdHXi8Omlkc7KShkg,4.0,9,0.12345679012345678,0.33026936026936027,0.0,1.0,0,0,0,1,0,70116.0,227.0
OINbC0rpDVJ5bfxt3LO9fw,4.5,651,1.0796324655436447,0.27058451809517864,949.0,2.0,1,0,0,1,1,70116.0,227.0
ew5TyXOlyCpCRptye1LdxA,1.5,39,0.056004978220286245,0.2598695286195286,45.0,1.0,1,1,0,0,1,70119.0,214.0
ADgeB1sfOGbzCR3LIi-4lg,4.5,152,0.17159199237368922,0.3030930244453027,259.0,2.0,1,1,0,1,1,70113.0,58.0
s7qstxT0rfacx6m1S4JsRQ,2.0,12,0.0,0.0,4.0,2.0,0,0,0,0,0,70130.0,602.0
voAosWO5yGhvppHRKm-7mQ,3.5,117,0.271356783919598,0.23574237714281368,240.0,2.0,1,0,0,1,1,70130.0,602.0
IZ6vx85mSdC2zp0STFzTIw,4.5,161,0.6751687921980496,0.2727130660218249,97.0,2.0,1,1,1,1,1,70115.0,267.0
1ys1jf1-4EuiHONfpHWdwg,3.0,6,1.0,0.21365702479338847,0.0,1.0,1,0,0,0,0,70116.0,227.0
x7q5vh2a9WAp2AGoD_YUmg,4.0,5,0.0,0.0,9.0,2.0,0,0,0,0,0,70124.0,69.0
uvQQlr5ye4ReQTxuyB7kCA,4.0,198,0.13179571663920922,0.19372668994712672,320.0,2.0,1,1,1,1,1,70130.0,602.0
Y0JF1UN7pfWJ-GuzuVXM0g,3.0,178,0.1190198366394399,0.2666138857062832,336.0,2.0,1,1,0,1,1,70115.0,267.0
tf-r6n9Ap1egVzMAQrksQg,5.0,6,0.0,0.0,2.0,1.0,1,1,1,0,1,70119.0,214.0
